epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.507665,0.015152,0.008264,0.090909,1.00e-03
2,1.004238,0.015152,0.008264,0.090909,1.00e-03
3,0.874673,0.015152,0.008264,0.090909,1.00e-03
4,0.813636,0.015152,0.008264,0.090909,1.00e-03
5,0.761249,0.026692,0.076176,0.098182,1.00e-03
6,0.73858,0.090421,0.126448,0.179545,1.00e-03
7,0.735693,0.058955,0.093841,0.12,1.00e-03
8,0.665285,0.124364,0.105424,0.205909,1.00e-03
9,0.691106,0.178389,0.187871,0.269091,1.00e-03
10,0.700053,0.490767,0.649365,0.545455,1.00e-03
11,0.645961,0.438553,0.551062,0.506818,1.00e-03
12,0.615066,0.649373,0.761549,0.69,1.00e-03
13,0.607286,0.47314,0.635397,0.511364,1.00e-03
14,0.655564,0.304648,0.561413,0.325909,1.00e-03
15,0.651182,0.715317,0.744904,0.748182,1.00e-03
16,0.604919,0.643273,0.751944,0.659091,1.00e-03
17,0.582361,0.505264,0.689778,0.549545,1.00e-03
18,0.558352,0.769936,0.76814,0.792273,1.00e-03
19,0.551104,0.814545,0.840823,0.827727,1.00e-03
20,0.585442,0.697156,0.722901,0.713182,1.00e-03
21,0.59896,0.420978,0.613134,0.488182,1.00e-03
22,0.593065,0.199025,0.339299,0.254091,1.00e-03
23,0.581065,0.668671,0.746919,0.682273,1.00e-03
24,0.553396,0.666714,0.673362,0.696364,1.00e-03
25,0.546141,0.771783,0.823228,0.784545,1.00e-03
26,0.525005,0.781498,0.82315,0.784545,1.00e-03
27,0.510072,0.756108,0.754064,0.783182,1.00e-03
28,0.505831,0.829311,0.863457,0.839091,1.00e-03
29,0.504573,0.830932,0.862023,0.842273,1.00e-03
30,0.539169,0.582924,0.653184,0.617273,1.00e-03
31,0.575392,0.728748,0.729364,0.746364,1.00e-03
32,0.565404,0.533877,0.706194,0.582727,1.00e-03
33,0.55533,0.751028,0.755281,0.764091,1.00e-03
34,0.534578,0.272697,0.49036,0.307273,1.00e-03
35,0.522144,0.596534,0.662732,0.646364,1.00e-03
36,0.516584,0.737251,0.783031,0.761818,1.00e-03
37,0.502561,0.71148,0.731263,0.731818,1.00e-03
38,0.492124,0.713264,0.736756,0.745909,1.00e-03
39,0.481623,0.745391,0.758073,0.773182,1.00e-03
40,0.470808,0.761327,0.798063,0.790455,1.00e-03
41,0.466248,0.765644,0.777025,0.785,1.00e-03
42,0.456431,0.772346,0.78685,0.796818,1.00e-03
43,0.456009,0.783272,0.833636,0.804545,1.00e-03
44,0.451674,0.831308,0.857257,0.835909,1.00e-03
45,0.498721,0.217114,0.422892,0.264091,1.00e-03
46,0.528698,0.195447,0.234409,0.276364,1.00e-03
47,0.521009,0.392938,0.594153,0.415455,1.00e-03
48,0.51682,0.362549,0.546457,0.446818,1.00e-03
49,0.500866,0.708176,0.738741,0.731364,1.00e-03
50,0.489681,0.522757,0.669185,0.555455,1.00e-03
51,0.485228,0.228428,0.500109,0.243636,1.00e-03
52,0.477489,0.675341,0.740674,0.705455,1.00e-03
53,0.468728,0.673202,0.75938,0.692727,1.00e-03
54,0.464081,0.400357,0.53255,0.463182,1.00e-03
55,0.454788,0.649413,0.739845,0.656818,1.00e-03
56,0.44118,0.746908,0.821474,0.766818,1.00e-03
57,0.432964,0.758588,0.798075,0.765,1.00e-03
58,0.425135,0.751533,0.748039,0.773182,1.00e-03
59,0.427237,0.769613,0.790717,0.780909,1.00e-03
60,0.417737,0.751371,0.749631,0.778636,1.00e-03
61,0.40675,0.760251,0.804508,0.778182,1.00e-03
62,0.408823,0.787376,0.812499,0.797273,1.00e-03
63,0.399343,0.789302,0.8275,0.800909,1.00e-03
64,0.400389,0.845282,0.849876,0.845909,1.00e-03
65,0.398916,0.842959,0.849132,0.843636,1.00e-03
66,0.395224,0.842554,0.848453,0.842273,1.00e-03
67,0.420764,0.769876,0.81297,0.788182,1.00e-03
68,0.472362,0.439087,0.557654,0.505,1.00e-03
69,0.472352,0.665369,0.725843,0.68,1.00e-03
70,0.461586,0.642677,0.756416,0.684545,1.00e-03
71,0.444882,0.238875,0.393018,0.3,1.00e-03
72,0.449674,0.721232,0.821511,0.745455,1.00e-03
73,0.450032,0.662938,0.729191,0.683182,1.00e-03
74,0.443719,0.757253,0.779751,0.769545,1.00e-03
75,0.439848,0.746602,0.821007,0.764545,1.00e-03
76,0.427287,0.671668,0.700521,0.697273,1.00e-03
77,0.428722,0.708123,0.743005,0.730909,1.00e-03
78,0.417717,0.732455,0.766025,0.734091,1.00e-03
79,0.416184,0.68588,0.723249,0.694091,1.00e-03
80,0.406948,0.641521,0.76225,0.664091,1.00e-03
