epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.728826,0.015152,0.008264,0.090909,1.00e-04
2,1.196915,0.015152,0.008264,0.090909,2.00e-04
3,1.032264,0.016604,0.009137,0.090909,3.00e-04
4,0.961763,0.01566,0.008568,0.090909,4.00e-04
5,0.924296,0.015152,0.008264,0.090909,5.00e-04
6,0.885477,0.074939,0.052828,0.173182,6.00e-04
7,0.858436,0.057239,0.040403,0.108182,7.00e-04
8,0.840615,0.185303,0.281746,0.216818,8.00e-04
9,0.836472,0.281605,0.320857,0.377273,9.00e-04
10,0.807483,0.263777,0.317017,0.344091,1.00e-03
11,0.792952,0.456742,0.56316,0.539091,1.00e-03
12,0.774943,0.690369,0.801182,0.728182,1.00e-03
13,0.773344,0.451812,0.678266,0.463636,9.99e-04
14,0.750033,0.534535,0.606454,0.604091,9.98e-04
15,0.755532,0.589923,0.62404,0.637273,9.97e-04
16,0.74379,0.690655,0.718093,0.728636,9.95e-04
17,0.725831,0.424605,0.62943,0.448636,9.93e-04
18,0.722756,0.505568,0.528582,0.596818,9.91e-04
19,0.715003,0.681528,0.72307,0.719545,9.88e-04
20,0.714419,0.567768,0.59885,0.631364,9.84e-04
21,0.707294,0.523682,0.627321,0.612273,9.81e-04
22,0.703656,0.106042,0.186539,0.181364,9.77e-04
23,0.713153,0.569938,0.638887,0.615,9.72e-04
24,0.730517,0.529522,0.583359,0.604091,9.68e-04
25,0.716713,0.418636,0.690801,0.454091,9.63e-04
26,0.710636,0.167006,0.451451,0.215455,9.57e-04
27,0.699117,0.560561,0.623784,0.625455,9.51e-04
28,0.701498,0.445925,0.640595,0.491818,9.45e-04
29,0.688836,0.182514,0.42609,0.229091,9.39e-04
30,0.679858,0.164051,0.359165,0.210909,9.32e-04
31,0.702273,0.105138,0.09563,0.180909,9.25e-04
32,0.706698,0.66723,0.694624,0.698636,9.17e-04
33,0.697033,0.527174,0.525612,0.600455,9.09e-04
34,0.686453,0.482624,0.55339,0.563636,9.01e-04
35,0.682117,0.10513,0.095625,0.180909,8.93e-04
36,0.685052,0.559157,0.614501,0.635909,8.84e-04
37,0.667505,0.106042,0.186539,0.181364,8.75e-04
38,0.67969,0.61047,0.651686,0.648182,8.66e-04
39,0.67498,0.105153,0.095639,0.180909,8.56e-04
40,0.666416,0.312132,0.539633,0.326818,8.46e-04
41,0.666767,0.736796,0.836096,0.770455,8.36e-04
42,0.658306,0.511042,0.631086,0.586364,8.26e-04
43,0.662813,0.105153,0.095639,0.180909,8.15e-04
44,0.659821,0.490108,0.618631,0.534545,8.04e-04
45,0.664463,0.62515,0.661407,0.660455,7.93e-04
46,0.656652,0.546356,0.541108,0.614091,7.82e-04
47,0.649223,0.608962,0.762881,0.672273,7.70e-04
48,0.650334,0.148368,0.362491,0.204545,7.59e-04
49,0.650385,0.562519,0.646667,0.566818,7.47e-04
50,0.642229,0.737115,0.788979,0.762727,7.35e-04
51,0.647428,0.10516,0.095644,0.180909,7.22e-04
52,0.651908,0.71197,0.755118,0.730909,7.10e-04
53,0.638532,0.40469,0.663944,0.47,6.97e-04
54,0.643058,0.054375,0.186419,0.114091,6.85e-04
55,0.643985,0.755236,0.86466,0.776364,6.72e-04
