epoch,train_loss,val_f1,val_precision,val_recall,lr
50,0.665756,0.846792,0.871228,0.850455,7.35e-04
51,0.676953,0.467297,0.539958,0.527273,7.22e-04
52,0.665855,0.094133,0.268456,0.094091,7.10e-04
53,0.674745,0.682948,0.726033,0.738636,6.97e-04
54,0.668423,0.209428,0.456368,0.245,6.85e-04
55,0.660163,0.196817,0.489139,0.232727,6.72e-04
56,0.661871,0.54169,0.587172,0.617273,6.59e-04
57,0.658331,0.089162,0.086897,0.091818,6.46e-04
58,0.656386,0.557635,0.599132,0.605455,6.33e-04
59,0.660083,0.842839,0.87241,0.845,6.19e-04
60,0.659335,0.755993,0.836156,0.777727,6.06e-04
61,0.652724,0.594875,0.681584,0.605455,5.93e-04
62,0.655322,0.541695,0.596731,0.619545,5.79e-04
63,0.648327,0.592792,0.601575,0.65,5.66e-04
64,0.646774,0.813137,0.86594,0.827273,5.52e-04
65,0.651332,0.599894,0.641582,0.651364,5.39e-04
66,0.65378,0.103445,0.095969,0.177727,5.25e-04
67,0.646179,0.335557,0.583863,0.333636,5.11e-04
68,0.651071,0.093551,0.090327,0.107273,4.98e-04
69,0.64522,0.551156,0.555875,0.624545,4.84e-04
70,0.644456,0.796144,0.848677,0.817273,4.71e-04
71,0.643761,0.836738,0.883705,0.849545,4.57e-04
72,0.637727,0.832487,0.883556,0.844545,4.44e-04
73,0.640025,0.090692,0.088854,0.093182,4.31e-04
74,0.637934,0.653988,0.719931,0.653636,4.17e-04
75,0.640046,0.551694,0.629924,0.618182,4.04e-04
76,0.635474,0.748082,0.782281,0.783636,3.91e-04
77,0.63401,0.130887,0.12294,0.190909,3.78e-04
78,0.635783,0.535827,0.588511,0.615,3.65e-04
79,0.636394,0.790657,0.846223,0.807727,3.53e-04
80,0.634736,0.595195,0.697184,0.629091,3.40e-04
81,0.63141,0.784629,0.837303,0.802273,3.28e-04
82,0.6318,0.306874,0.544875,0.256818,3.15e-04
83,0.630464,0.788998,0.846336,0.811364,3.03e-04
84,0.628327,0.547119,0.612549,0.595455,2.91e-04
85,0.63118,0.525637,0.549757,0.606818,2.80e-04
86,0.627242,0.679493,0.695924,0.716364,2.68e-04
87,0.626695,0.554059,0.595074,0.624545,2.57e-04
88,0.627878,0.858092,0.875881,0.861364,2.46e-04
89,0.622957,0.869417,0.881761,0.871364,2.35e-04
90,0.62335,0.591481,0.624792,0.584091,2.24e-04
91,0.625118,0.67785,0.704863,0.675455,2.14e-04
92,0.622832,0.535089,0.613217,0.613636,2.04e-04
93,0.620147,0.136556,0.356528,0.122273,1.94e-04
94,0.618291,0.183534,0.416083,0.159091,1.84e-04
95,0.615509,0.429589,0.576051,0.414091,1.75e-04
96,0.616093,0.800662,0.841227,0.815455,1.66e-04
97,0.61478,0.869303,0.888274,0.873182,1.57e-04
98,0.615116,0.897161,0.901627,0.898182,1.49e-04
99,0.615632,0.57349,0.620035,0.633636,1.41e-04
100,0.614545,0.62581,0.660225,0.666364,1.33e-04
101,0.614646,0.552917,0.525853,0.625,1.25e-04
102,0.61249,0.768975,0.758893,0.797727,1.18e-04
103,0.612057,0.819592,0.873018,0.834091,1.11e-04
104,0.611651,0.758083,0.750141,0.787727,1.05e-04
105,0.611422,0.498775,0.578932,0.467273,9.87e-05
106,0.610006,0.858215,0.874166,0.861818,9.29e-05
107,0.610196,0.800818,0.837152,0.819091,8.75e-05
108,0.610069,0.874983,0.882108,0.876364,8.24e-05
109,0.60944,0.767574,0.760611,0.798636,7.76e-05
110,0.609602,0.77432,0.762536,0.804545,7.32e-05
111,0.60962,0.775467,0.764124,0.803636,6.92e-05
112,0.608644,0.85597,0.876796,0.859091,6.56e-05
113,0.608286,0.827033,0.852881,0.835909,6.23e-05
114,0.607203,0.900809,0.904146,0.901818,5.95e-05
115,0.608475,0.796238,0.817785,0.813182,5.70e-05
116,0.607078,0.899954,0.904895,0.901364,5.48e-05
117,0.610156,0.682823,0.702079,0.684545,5.31e-05
118,0.60876,0.882764,0.889719,0.883636,5.17e-05
119,0.606698,0.777692,0.768831,0.808182,5.08e-05
120,0.607096,0.889795,0.893552,0.890909,5.02e-05
