Model,SNR,Aug,Our_P,Our_R,Our_F1,Paper_P,Paper_R,Paper_F1,Delta_P,Delta_R,Delta_F1
AutoSMC,+2dB,AutoSMC + IQ-Mixup (Method 1),0.9073,0.9068,0.9067,0.9247,0.9234,0.9228,-0.0174,-0.0166,-0.0161
