snr,seed,trial,epoch,loss,f1,lr,aug,timestamp
6,-1,0,1,1.765256,0.015152,1.00e-03,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:50:01.533803
6,-1,0,2,1.511160,0.015152,1.00e-03,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:50:22.353319
6,-1,0,3,1.440379,0.015152,9.99e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:50:43.281072
6,-1,0,4,1.388815,0.015152,9.98e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:51:04.120628
6,-1,0,5,1.349577,0.015152,9.97e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:51:24.572807
6,-1,0,6,1.351788,0.059155,9.96e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:51:45.244722
6,-1,0,7,1.312894,0.118347,9.94e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:52:05.893113
6,-1,0,8,1.295294,0.209810,9.92e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:52:26.705841
6,-1,0,9,1.291021,0.717457,9.89e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:52:47.464899
6,-1,0,10,1.255934,0.186318,9.86e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:53:08.063050
6,-1,0,11,1.269669,0.738576,9.83e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:53:28.521104
6,-1,0,12,1.264082,0.566158,9.80e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:53:49.145200
6,-1,0,13,1.247741,0.105138,9.76e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:54:09.639023
6,-1,0,14,1.239155,0.667851,9.72e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:54:30.195777
6,-1,0,15,1.239933,0.281820,9.67e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:54:50.585716
6,-1,0,16,1.232070,0.133208,9.62e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:55:10.999358
6,-1,0,17,1.240127,0.089200,9.57e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:55:31.255124
6,-1,0,18,1.241440,0.105138,9.52e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:55:51.433483
6,-1,0,19,1.241934,0.375108,9.46e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-24T18:56:11.655993
