snr,trial,f1,precision,recall,arch,aug,timestamp
6,1,0.915589,0.915699,0.915909,"[(2, [32, 128], 5, 2, [512], [10], 0.0), (2, [128, 128], 7, 2, [512], [15], 0.0), (2, [32, 32], 3, 2, [2048], [10], 0.1), (2, [128, 128], 7, 2, [2048], [15], 0.0)]",AutoSMC + IQ-Mixup (Method 1),2026-04-24T19:30:31.688919
6,2,0.934804,0.934910,0.935000,"[(3, [32, 32, 64], 3, 3, [1024], [15], 0.1), (2, [128, 64], 5, 2, [2048], [10], 0.1), (2, [64, 32], 3, 2, [512], [10], 0.001), (2, [64, 128], 3, 2, [2048], [10], 0.001)]",AutoSMC + IQ-Mixup (Method 1),2026-04-24T20:24:49.131820
6,3,0.910262,0.912186,0.910909,"[(2, [64, 64], 3, 2, [2048], [15], 0.1), (2, [32, 128], 7, 2, [2048], [15], 0.1), (2, [64, 64], 3, 2, [1024], [15], 0.001), (3, [128, 32, 32], 7, 3, [2048], [15], 0.0)]",AutoSMC + IQ-Mixup (Method 1),2026-04-24T21:17:09.852363
6,4,0.927037,0.927234,0.927273,"[(2, [32, 64], 5, 2, [512], [10], 0.1), (2, [128, 64], 5, 2, [2048], [10], 0.1), (2, [128, 32], 3, 2, [512], [10], 0.0), (2, [64, 64], 5, 2, [2048], [10], 0.1)]",AutoSMC + IQ-Mixup (Method 1),2026-04-24T22:04:06.539060
