epoch,loss,aug
1,1.783586,AutoSMC + IQ-Mixup (Method 1)
2,1.476549,AutoSMC + IQ-Mixup (Method 1)
3,1.399974,AutoSMC + IQ-Mixup (Method 1)
4,1.345504,AutoSMC + IQ-Mixup (Method 1)
5,1.311324,AutoSMC + IQ-Mixup (Method 1)
6,1.321399,AutoSMC + IQ-Mixup (Method 1)
7,1.319261,AutoSMC + IQ-Mixup (Method 1)
8,1.289486,AutoSMC + IQ-Mixup (Method 1)
9,1.308511,AutoSMC + IQ-Mixup (Method 1)
10,1.262965,AutoSMC + IQ-Mixup (Method 1)
11,1.259564,AutoSMC + IQ-Mixup (Method 1)
12,1.245212,AutoSMC + IQ-Mixup (Method 1)
13,1.272176,AutoSMC + IQ-Mixup (Method 1)
14,1.239356,AutoSMC + IQ-Mixup (Method 1)
15,1.236614,AutoSMC + IQ-Mixup (Method 1)
16,1.235270,AutoSMC + IQ-Mixup (Method 1)
17,1.210247,AutoSMC + IQ-Mixup (Method 1)
18,1.237305,AutoSMC + IQ-Mixup (Method 1)
19,1.206951,AutoSMC + IQ-Mixup (Method 1)
20,1.202394,AutoSMC + IQ-Mixup (Method 1)
21,1.217698,AutoSMC + IQ-Mixup (Method 1)
22,1.189190,AutoSMC + IQ-Mixup (Method 1)
23,1.197965,AutoSMC + IQ-Mixup (Method 1)
24,1.191404,AutoSMC + IQ-Mixup (Method 1)
25,1.187532,AutoSMC + IQ-Mixup (Method 1)
26,1.203835,AutoSMC + IQ-Mixup (Method 1)
27,1.176160,AutoSMC + IQ-Mixup (Method 1)
28,1.197421,AutoSMC + IQ-Mixup (Method 1)
29,1.184297,AutoSMC + IQ-Mixup (Method 1)
30,1.153589,AutoSMC + IQ-Mixup (Method 1)
31,1.154197,AutoSMC + IQ-Mixup (Method 1)
32,1.189786,AutoSMC + IQ-Mixup (Method 1)
33,1.176572,AutoSMC + IQ-Mixup (Method 1)
34,1.182303,AutoSMC + IQ-Mixup (Method 1)
