epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.802427,0.015152,0.008264,0.090909,1.00e-04
2,1.164782,0.015152,0.008264,0.090909,2.00e-04
3,1.036906,0.015152,0.008264,0.090909,3.00e-04
4,0.96201,0.015152,0.008264,0.090909,4.00e-04
5,0.915145,0.015152,0.008264,0.090909,5.00e-04
6,0.87405,0.017558,0.009718,0.090909,6.00e-04
7,0.840456,0.021827,0.012402,0.090909,7.00e-04
8,0.806976,0.222486,0.20035,0.311364,8.00e-04
9,0.801692,0.448914,0.43816,0.545909,9.00e-04
10,0.770948,0.439421,0.440938,0.537727,1.00e-03
11,0.752149,0.519727,0.647523,0.596818,1.00e-03
12,0.738684,0.607477,0.612748,0.644091,1.00e-03
13,0.737995,0.225603,0.529069,0.263182,9.99e-04
14,0.71301,0.514343,0.520709,0.598636,9.98e-04
15,0.710425,0.784787,0.825638,0.789091,9.97e-04
16,0.709244,0.720566,0.824511,0.727273,9.95e-04
17,0.698188,0.695796,0.731592,0.731818,9.93e-04
18,0.689466,0.649239,0.688601,0.650909,9.91e-04
19,0.688057,0.829627,0.853631,0.834545,9.88e-04
20,0.699213,0.530225,0.702875,0.585,9.84e-04
21,0.682915,0.767513,0.755846,0.799091,9.81e-04
22,0.698901,0.510221,0.685597,0.514545,9.77e-04
23,0.687732,0.645299,0.775408,0.686818,9.72e-04
24,0.682515,0.805991,0.850122,0.819091,9.68e-04
25,0.681193,0.724631,0.823342,0.755909,9.63e-04
26,0.686062,0.841506,0.884024,0.854091,9.57e-04
27,0.67258,0.836582,0.880619,0.850909,9.51e-04
28,0.673214,0.495211,0.638685,0.470455,9.45e-04
29,0.665749,0.419708,0.630208,0.399091,9.39e-04
30,0.667324,0.592351,0.749496,0.638636,9.32e-04
31,0.680511,0.598917,0.647853,0.642727,9.25e-04
32,0.662167,0.493248,0.626536,0.486364,9.17e-04
33,0.666873,0.747643,0.847883,0.8,9.09e-04
34,0.660236,0.628556,0.681668,0.660909,9.01e-04
35,0.661445,0.627468,0.729873,0.660909,8.93e-04
36,0.661876,0.781032,0.816904,0.793182,8.84e-04
37,0.673126,0.361848,0.609518,0.345909,8.75e-04
38,0.661772,0.763134,0.845469,0.788182,8.66e-04
39,0.661262,0.773871,0.848803,0.796364,8.56e-04
40,0.658298,0.660298,0.714858,0.699545,8.46e-04
41,0.652161,0.757953,0.836216,0.788182,8.36e-04
42,0.656177,0.696784,0.818348,0.741364,8.26e-04
43,0.668436,0.643877,0.75727,0.663182,8.15e-04
44,0.651981,0.663849,0.723004,0.676364,8.04e-04
45,0.657323,0.590903,0.78191,0.647273,7.93e-04
46,0.649666,0.551832,0.580873,0.620909,7.82e-04
47,0.647073,0.713762,0.800146,0.750455,7.70e-04
48,0.650051,0.816936,0.849828,0.827727,7.59e-04
49,0.663416,0.741559,0.843704,0.775909,7.47e-04
50,0.648423,0.827982,0.846182,0.831818,7.35e-04
51,0.649342,0.715265,0.752851,0.740909,7.22e-04
52,0.650881,0.533699,0.629638,0.578182,7.10e-04
