epoch,train_loss,val_f1,val_precision,val_recall,lr
82,0.614868,0.877529,0.893359,0.882273,3.15e-04
83,0.614488,0.730699,0.847793,0.772727,3.03e-04
84,0.61,0.771575,0.840973,0.798636,2.91e-04
85,0.615827,0.542504,0.639244,0.542727,2.80e-04
86,0.613528,0.77771,0.861237,0.809091,2.68e-04
87,0.609107,0.752802,0.740558,0.784545,2.57e-04
88,0.614241,0.757726,0.811698,0.791364,2.46e-04
89,0.610342,0.882595,0.89845,0.889091,2.35e-04
90,0.610752,0.880277,0.895719,0.886364,2.24e-04
91,0.607563,0.747934,0.84037,0.784545,2.14e-04
92,0.605259,0.863379,0.880653,0.866818,2.04e-04
93,0.606233,0.715347,0.739415,0.743182,1.94e-04
94,0.606172,0.882914,0.8878,0.883636,1.84e-04
95,0.604916,0.785229,0.840897,0.801364,1.75e-04
96,0.602247,0.740598,0.753024,0.760455,1.66e-04
97,0.600422,0.767125,0.808793,0.791364,1.57e-04
98,0.600745,0.83322,0.87482,0.844091,1.49e-04
99,0.603929,0.844821,0.867492,0.849091,1.41e-04
100,0.599462,0.776479,0.829595,0.803636,1.33e-04
101,0.599134,0.806726,0.858435,0.823182,1.25e-04
102,0.599416,0.770308,0.843918,0.8,1.18e-04
103,0.596875,0.883639,0.895032,0.886818,1.11e-04
104,0.597481,0.802547,0.86411,0.823182,1.05e-04
105,0.597299,0.850171,0.868234,0.853182,9.87e-05
106,0.598756,0.881178,0.898932,0.886818,9.29e-05
107,0.595842,0.83225,0.86464,0.839545,8.75e-05
108,0.595398,0.733856,0.764659,0.756364,8.24e-05
109,0.59529,0.73018,0.74195,0.750909,7.76e-05
110,0.593688,0.761248,0.81802,0.787273,7.32e-05
111,0.592365,0.783189,0.858451,0.812273,6.92e-05
112,0.591767,0.887464,0.893852,0.889545,6.56e-05
113,0.592703,0.893393,0.900907,0.895909,6.23e-05
114,0.590915,0.898158,0.900281,0.898636,5.95e-05
115,0.591299,0.767232,0.796743,0.797273,5.70e-05
116,0.589709,0.834221,0.866028,0.841818,5.48e-05
117,0.592521,0.751643,0.832427,0.783636,5.31e-05
118,0.589945,0.770798,0.849585,0.802727,5.17e-05
119,0.588035,0.797007,0.858795,0.819091,5.08e-05
120,0.588003,0.900427,0.902843,0.901364,5.02e-05
