Model,SNR,Aug,Our_P,Our_R,Our_F1,Paper_P,Paper_R,Paper_F1,Delta_P,Delta_R,Delta_F1
AutoSMC,-2dB,AutoSMC + IQ-Mixup (Method 1),0.8282,0.8286,0.8270,0.8351,0.8385,0.8358,-0.0069,-0.0099,-0.0088
