epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.230025,0.015152,0.008264,0.090909,1.00e-03
2,0.773103,0.015152,0.008264,0.090909,1.00e-03
3,0.705314,0.015152,0.008264,0.090909,1.00e-03
4,0.663448,0.031982,0.019404,0.090909,1.00e-03
5,0.62633,0.015152,0.008264,0.090909,1.00e-03
6,0.593551,0.019099,0.01067,0.090909,1.00e-03
7,0.575684,0.052438,0.035134,0.110909,1.00e-03
8,0.517002,0.064338,0.043838,0.144091,1.00e-03
9,0.545353,0.089477,0.169946,0.144091,1.00e-03
10,0.543156,0.268467,0.30633,0.348182,1.00e-03
11,0.492679,0.511241,0.540812,0.570455,1.00e-03
12,0.472301,0.588377,0.615391,0.641364,1.00e-03
13,0.466602,0.527326,0.716719,0.521364,1.00e-03
14,0.511697,0.175842,0.273533,0.259545,1.00e-03
15,0.493226,0.737983,0.854099,0.776818,1.00e-03
16,0.487501,0.865494,0.893247,0.870455,1.00e-03
17,0.448494,0.701874,0.734334,0.710455,1.00e-03
18,0.439696,0.729721,0.748581,0.743636,1.00e-03
19,0.436081,0.792689,0.794324,0.818636,1.00e-03
20,0.45198,0.892377,0.902338,0.894091,1.00e-03
21,0.488189,0.687095,0.686949,0.72,1.00e-03
22,0.470816,0.518538,0.574031,0.589545,1.00e-03
23,0.443928,0.886178,0.903721,0.89,1.00e-03
24,0.44402,0.467037,0.677571,0.45,1.00e-03
25,0.436928,0.808565,0.869944,0.833182,1.00e-03
26,0.421143,0.662633,0.750609,0.658182,1.00e-03
27,0.41583,0.804274,0.877629,0.833182,1.00e-03
28,0.412677,0.900446,0.909427,0.901818,1.00e-03
29,0.40814,0.918117,0.921418,0.918636,1.00e-03
30,0.430298,0.722652,0.721843,0.754091,1.00e-03
31,0.450319,0.504997,0.47096,0.582727,1.00e-03
32,0.453248,0.618734,0.655019,0.681364,1.00e-03
33,0.448127,0.329496,0.66719,0.358182,1.00e-03
34,0.436157,0.71172,0.838359,0.751364,1.00e-03
35,0.425882,0.526964,0.617834,0.599091,1.00e-03
36,0.418125,0.885192,0.908218,0.892273,1.00e-03
37,0.412867,0.705951,0.751568,0.703182,1.00e-03
38,0.405338,0.697226,0.710445,0.724545,1.00e-03
39,0.40377,0.876689,0.911133,0.89,1.00e-03
40,0.399049,0.891014,0.900242,0.892273,1.00e-03
41,0.394242,0.836123,0.888554,0.852727,1.00e-03
42,0.393633,0.904879,0.912923,0.905909,1.00e-03
43,0.390486,0.917702,0.920972,0.918182,1.00e-03
44,0.3918,0.919135,0.921733,0.919545,1.00e-03
45,0.411395,0.417137,0.509353,0.513182,1.00e-03
46,0.438636,0.466177,0.72161,0.498636,1.00e-03
47,0.43882,0.670023,0.679084,0.703182,1.00e-03
48,0.430702,0.165882,0.368109,0.255909,1.00e-03
49,0.417605,0.546534,0.658154,0.606364,1.00e-03
50,0.412613,0.83537,0.878041,0.844091,1.00e-03
51,0.422368,0.175418,0.408854,0.275455,1.00e-03
52,0.406186,0.881915,0.894382,0.884091,1.00e-03
53,0.414234,0.785219,0.840364,0.795455,1.00e-03
54,0.406962,0.844541,0.877733,0.851818,1.00e-03
55,0.393583,0.624722,0.637084,0.671818,1.00e-03
56,0.397225,0.350031,0.684759,0.363182,1.00e-03
57,0.389754,0.812552,0.863108,0.838182,1.00e-03
58,0.38744,0.765092,0.775278,0.782727,1.00e-03
59,0.38289,0.806316,0.878297,0.834545,1.00e-03
60,0.382899,0.746539,0.731062,0.775,1.00e-03
61,0.381734,0.8004,0.785637,0.830909,1.00e-03
62,0.37996,0.813862,0.884086,0.840455,1.00e-03
63,0.380509,0.919968,0.921959,0.920455,1.00e-03
64,0.378754,0.900766,0.907911,0.902273,1.00e-03
65,0.380015,0.919149,0.921633,0.92,1.00e-03
66,0.378276,0.920968,0.92341,0.921818,1.00e-03
67,0.387783,0.106065,0.186553,0.181364,1.00e-03
68,0.418806,0.309022,0.569501,0.345909,1.00e-03
69,0.434357,0.453013,0.584455,0.531818,1.00e-03
70,0.41787,0.530096,0.611148,0.586364,1.00e-03
71,0.417256,0.577621,0.630677,0.653182,1.00e-03
72,0.401898,0.87747,0.886587,0.877727,1.00e-03
73,0.406634,0.453967,0.699061,0.450455,1.00e-03
74,0.398325,0.639046,0.726773,0.679091,1.00e-03
75,0.397205,0.774377,0.759102,0.803636,1.00e-03
76,0.394795,0.811054,0.872563,0.830909,1.00e-03
77,0.388138,0.502409,0.610753,0.581818,1.00e-03
78,0.390489,0.203757,0.631235,0.236818,1.00e-03
79,0.386684,0.717648,0.740923,0.745455,1.00e-03
80,0.382194,0.792349,0.793842,0.813182,1.00e-03
