epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.287951,0.015152,0.008264,0.090909,1.00e-03
2,0.824718,0.015152,0.008264,0.090909,1.00e-03
3,0.736512,0.015152,0.008264,0.090909,1.00e-03
4,0.671063,0.015152,0.008264,0.090909,1.00e-03
5,0.613555,0.015152,0.008264,0.090909,1.00e-03
6,0.616528,0.015152,0.008264,0.090909,1.00e-03
7,0.598915,0.015152,0.008264,0.090909,1.00e-03
8,0.532297,0.03163,0.062947,0.100455,1.00e-03
9,0.556253,0.06234,0.079056,0.119545,1.00e-03
10,0.550085,0.285295,0.334021,0.376818,1.00e-03
11,0.49115,0.349261,0.389901,0.455455,1.00e-03
12,0.465422,0.479905,0.633951,0.570909,1.00e-03
13,0.462643,0.665497,0.827128,0.710455,1.00e-03
14,0.506988,0.496285,0.617876,0.560909,1.00e-03
15,0.507944,0.452716,0.659903,0.430909,1.00e-03
16,0.471535,0.900331,0.903339,0.900909,1.00e-03
17,0.454783,0.714477,0.728444,0.743182,1.00e-03
18,0.441545,0.842269,0.882395,0.850455,1.00e-03
19,0.436792,0.801234,0.868861,0.825,1.00e-03
20,0.449501,0.363422,0.646796,0.359091,1.00e-03
21,0.503295,0.387606,0.479653,0.440455,1.00e-03
22,0.486663,0.397979,0.648446,0.416364,1.00e-03
23,0.466199,0.81977,0.879296,0.835909,1.00e-03
24,0.447596,0.866766,0.879146,0.870455,1.00e-03
25,0.439046,0.752866,0.766568,0.782727,1.00e-03
26,0.427829,0.761073,0.767394,0.787273,1.00e-03
27,0.425916,0.776002,0.779787,0.802273,1.00e-03
28,0.422781,0.808991,0.864621,0.832273,1.00e-03
29,0.420203,0.871754,0.894893,0.875455,1.00e-03
30,0.443257,0.568042,0.621633,0.635909,1.00e-03
31,0.458753,0.477818,0.674077,0.473636,1.00e-03
32,0.465824,0.15998,0.252609,0.270455,1.00e-03
33,0.44904,0.240838,0.554504,0.270909,1.00e-03
34,0.451534,0.096801,0.099456,0.163636,1.00e-03
35,0.438219,0.75793,0.850149,0.786364,1.00e-03
36,0.437068,0.145129,0.395684,0.201818,1.00e-03
37,0.42069,0.659981,0.673189,0.691364,1.00e-03
38,0.418139,0.570561,0.643478,0.642273,1.00e-03
39,0.410593,0.589347,0.644541,0.657273,1.00e-03
40,0.406741,0.861941,0.883121,0.865,1.00e-03
41,0.401364,0.867864,0.887854,0.871364,1.00e-03
42,0.401967,0.818281,0.869362,0.836818,1.00e-03
43,0.399485,0.822884,0.873495,0.841364,1.00e-03
44,0.398271,0.898208,0.906196,0.899545,1.00e-03
45,0.442971,0.106496,0.096459,0.180909,1.00e-03
46,0.439552,0.783,0.836233,0.805909,1.00e-03
47,0.439011,0.357643,0.679792,0.35,1.00e-03
48,0.428808,0.870976,0.889078,0.875455,1.00e-03
49,0.425172,0.7955,0.816939,0.808182,1.00e-03
50,0.420392,0.581992,0.572153,0.626364,1.00e-03
51,0.418629,0.44218,0.706819,0.444091,1.00e-03
52,0.416037,0.533853,0.71549,0.517727,1.00e-03
53,0.41417,0.786582,0.850481,0.803636,1.00e-03
54,0.412064,0.581438,0.605377,0.644545,1.00e-03
55,0.401589,0.630129,0.645989,0.657727,1.00e-03
56,0.400495,0.636272,0.72625,0.621818,1.00e-03
57,0.39555,0.623738,0.657249,0.670909,1.00e-03
58,0.394634,0.839282,0.883594,0.850455,1.00e-03
59,0.394523,0.736572,0.76201,0.745909,1.00e-03
60,0.392777,0.728884,0.728018,0.756818,1.00e-03
61,0.38815,0.890383,0.902933,0.892727,1.00e-03
62,0.386886,0.800667,0.853784,0.827727,1.00e-03
63,0.386478,0.909029,0.918868,0.911818,1.00e-03
64,0.384332,0.917078,0.924955,0.919091,1.00e-03
65,0.386052,0.917448,0.922346,0.918636,1.00e-03
66,0.384517,0.920409,0.924686,0.921364,1.00e-03
67,0.391014,0.911308,0.917538,0.913182,1.00e-03
68,0.424369,0.687216,0.72892,0.698182,1.00e-03
69,0.443195,0.584955,0.631753,0.626818,1.00e-03
70,0.421054,0.773841,0.762473,0.801364,1.00e-03
71,0.417057,0.327245,0.452765,0.373636,1.00e-03
72,0.419699,0.076038,0.100204,0.131364,1.00e-03
73,0.421803,0.709508,0.693807,0.739545,1.00e-03
74,0.406423,0.888842,0.898579,0.890909,1.00e-03
75,0.401276,0.608866,0.633318,0.672727,1.00e-03
76,0.403382,0.369992,0.646779,0.354091,1.00e-03
77,0.395884,0.601874,0.696223,0.585,1.00e-03
78,0.393092,0.106919,0.175753,0.176818,1.00e-03
79,0.397751,0.837829,0.868659,0.844545,1.00e-03
80,0.38785,0.557205,0.623576,0.636818,1.00e-03
