epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.312992,0.015152,0.008264,0.090909,1.00e-03
2,0.82835,0.015152,0.008264,0.090909,1.00e-03
3,0.716432,0.015152,0.008264,0.090909,1.00e-03
4,0.661097,0.015152,0.008264,0.090909,1.00e-03
5,0.616712,0.015152,0.008264,0.090909,1.00e-03
6,0.583634,0.015152,0.008264,0.090909,1.00e-03
7,0.567703,0.015152,0.008264,0.090909,1.00e-03
8,0.507367,0.015202,0.008295,0.090909,1.00e-03
9,0.526346,0.117608,0.185863,0.183636,1.00e-03
10,0.533663,0.608172,0.695416,0.616364,1.00e-03
11,0.510751,0.808743,0.854937,0.824091,1.00e-03
12,0.464335,0.758507,0.749378,0.790455,1.00e-03
13,0.468155,0.563179,0.619131,0.64,1.00e-03
14,0.512484,0.894461,0.905722,0.898636,1.00e-03
15,0.503474,0.139133,0.585214,0.201818,1.00e-03
16,0.46851,0.768925,0.776508,0.791818,1.00e-03
17,0.454555,0.649378,0.667746,0.681818,1.00e-03
18,0.440073,0.808905,0.863766,0.83,1.00e-03
19,0.432357,0.896135,0.909303,0.898182,1.00e-03
20,0.455669,0.105153,0.095639,0.180909,1.00e-03
21,0.483808,0.55578,0.622151,0.629545,1.00e-03
22,0.467537,0.703647,0.734287,0.747727,1.00e-03
23,0.463365,0.619478,0.646314,0.669545,1.00e-03
24,0.449333,0.76937,0.861443,0.802727,1.00e-03
25,0.437355,0.123968,0.318128,0.19,1.00e-03
26,0.43307,0.883565,0.8968,0.885,1.00e-03
27,0.420534,0.808581,0.855859,0.835909,1.00e-03
28,0.414582,0.805874,0.861304,0.825909,1.00e-03
29,0.417162,0.916434,0.920916,0.917727,1.00e-03
30,0.437662,0.750969,0.762812,0.790455,1.00e-03
31,0.459801,0.563949,0.620044,0.643182,1.00e-03
32,0.449452,0.829156,0.888216,0.846818,1.00e-03
33,0.453425,0.698413,0.733807,0.726364,1.00e-03
34,0.442105,0.185833,0.468554,0.228182,1.00e-03
35,0.428806,0.547261,0.591766,0.6,1.00e-03
36,0.428984,0.891995,0.897896,0.892273,1.00e-03
37,0.4219,0.605634,0.647248,0.656818,1.00e-03
38,0.4183,0.77776,0.785523,0.794545,1.00e-03
39,0.410815,0.82935,0.878787,0.845,1.00e-03
40,0.405612,0.918531,0.919216,0.918636,1.00e-03
41,0.401926,0.881463,0.898474,0.884545,1.00e-03
42,0.401583,0.842197,0.88102,0.854545,1.00e-03
43,0.397257,0.808374,0.836169,0.835455,1.00e-03
44,0.398106,0.89469,0.903169,0.895909,1.00e-03
45,0.443467,0.181482,0.537595,0.219091,1.00e-03
46,0.448688,0.473608,0.477349,0.573636,1.00e-03
47,0.443207,0.783692,0.822802,0.809091,1.00e-03
48,0.433678,0.741998,0.838652,0.753182,1.00e-03
49,0.428429,0.539386,0.529306,0.611818,1.00e-03
50,0.423483,0.149027,0.477114,0.203182,1.00e-03
51,0.419279,0.4681,0.558325,0.528182,1.00e-03
52,0.415584,0.737096,0.75913,0.745,1.00e-03
53,0.408197,0.815134,0.870285,0.839091,1.00e-03
54,0.408311,0.798771,0.862652,0.814545,1.00e-03
55,0.402528,0.536384,0.642431,0.604545,1.00e-03
56,0.397338,0.109034,0.217876,0.179545,1.00e-03
57,0.397429,0.793761,0.818827,0.814091,1.00e-03
58,0.394318,0.798044,0.851887,0.826818,1.00e-03
59,0.390632,0.775175,0.770398,0.806818,1.00e-03
60,0.387214,0.822959,0.874244,0.843636,1.00e-03
61,0.38666,0.868553,0.896445,0.874091,1.00e-03
62,0.385392,0.810241,0.837374,0.833182,1.00e-03
63,0.385486,0.903741,0.912852,0.905,1.00e-03
64,0.38321,0.869818,0.894556,0.875455,1.00e-03
65,0.383791,0.913506,0.917844,0.914545,1.00e-03
66,0.385316,0.917332,0.920789,0.918182,1.00e-03
67,0.3967,0.175946,0.46457,0.212273,1.00e-03
68,0.423713,0.124362,0.136469,0.193182,1.00e-03
69,0.426273,0.580882,0.657472,0.648636,1.00e-03
70,0.411542,0.773185,0.856878,0.796364,1.00e-03
71,0.412086,0.692039,0.765193,0.710455,1.00e-03
72,0.412205,0.642341,0.637152,0.678636,1.00e-03
73,0.420196,0.542596,0.626205,0.611818,1.00e-03
74,0.406992,0.694531,0.777261,0.728636,1.00e-03
75,0.401771,0.75398,0.754638,0.783636,1.00e-03
76,0.396084,0.663337,0.681164,0.672727,1.00e-03
77,0.394778,0.588086,0.636875,0.651364,1.00e-03
78,0.395318,0.756884,0.818127,0.793182,1.00e-03
79,0.395987,0.70675,0.700196,0.737273,1.00e-03
80,0.39183,0.716702,0.825165,0.748636,1.00e-03
