Model,SNR,Aug,Our_P,Our_R,Our_F1,Paper_P,Paper_R,Paper_F1,Delta_P,Delta_R,Delta_F1
AutoSMC,+6dB,AutoSMC + IQ-Mixup (Method 1),0.9237,0.9227,0.9224,0.9391,0.9386,0.9385,-0.0154,-0.0159,-0.0161
