epoch,loss,aug
1,1.789450,AutoSMC + IQ-Mixup (Method 1)
2,1.506960,AutoSMC + IQ-Mixup (Method 1)
3,1.438355,AutoSMC + IQ-Mixup (Method 1)
4,1.405624,AutoSMC + IQ-Mixup (Method 1)
5,1.354354,AutoSMC + IQ-Mixup (Method 1)
6,1.376963,AutoSMC + IQ-Mixup (Method 1)
7,1.351068,AutoSMC + IQ-Mixup (Method 1)
8,1.331102,AutoSMC + IQ-Mixup (Method 1)
9,1.338307,AutoSMC + IQ-Mixup (Method 1)
10,1.318645,AutoSMC + IQ-Mixup (Method 1)
11,1.306499,AutoSMC + IQ-Mixup (Method 1)
12,1.287864,AutoSMC + IQ-Mixup (Method 1)
13,1.317571,AutoSMC + IQ-Mixup (Method 1)
14,1.292753,AutoSMC + IQ-Mixup (Method 1)
15,1.288026,AutoSMC + IQ-Mixup (Method 1)
16,1.293278,AutoSMC + IQ-Mixup (Method 1)
17,1.265276,AutoSMC + IQ-Mixup (Method 1)
18,1.292486,AutoSMC + IQ-Mixup (Method 1)
19,1.274172,AutoSMC + IQ-Mixup (Method 1)
20,1.251760,AutoSMC + IQ-Mixup (Method 1)
21,1.279418,AutoSMC + IQ-Mixup (Method 1)
22,1.249735,AutoSMC + IQ-Mixup (Method 1)
23,1.250996,AutoSMC + IQ-Mixup (Method 1)
24,1.253352,AutoSMC + IQ-Mixup (Method 1)
25,1.262058,AutoSMC + IQ-Mixup (Method 1)
26,1.256606,AutoSMC + IQ-Mixup (Method 1)
27,1.240791,AutoSMC + IQ-Mixup (Method 1)
28,1.270282,AutoSMC + IQ-Mixup (Method 1)
29,1.259683,AutoSMC + IQ-Mixup (Method 1)
30,1.225766,AutoSMC + IQ-Mixup (Method 1)
31,1.236640,AutoSMC + IQ-Mixup (Method 1)
32,1.266046,AutoSMC + IQ-Mixup (Method 1)
33,1.233816,AutoSMC + IQ-Mixup (Method 1)
34,1.259980,AutoSMC + IQ-Mixup (Method 1)
35,1.255417,AutoSMC + IQ-Mixup (Method 1)
