snr,seed,trial,epoch,loss,f1,lr,aug,timestamp
-2,-1,0,1,1.717943,0.015694,1.00e-03,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:57:32.547012
-2,-1,0,2,1.530574,0.044692,1.00e-03,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:57:53.776138
-2,-1,0,3,1.484927,0.045266,9.99e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:58:14.754144
-2,-1,0,4,1.419973,0.067682,9.98e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:58:35.925391
-2,-1,0,5,1.387610,0.119794,9.97e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:58:56.402492
-2,-1,0,6,1.384893,0.101665,9.96e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:59:17.073385
-2,-1,0,7,1.351153,0.215286,9.94e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:59:38.385537
-2,-1,0,8,1.346776,0.485603,9.92e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T08:59:59.165644
-2,-1,0,9,1.321333,0.561839,9.89e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:00:20.186579
-2,-1,0,10,1.301658,0.547167,9.86e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:00:41.586948
-2,-1,0,11,1.317133,0.674734,9.83e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:01:02.657198
-2,-1,0,12,1.305761,0.732412,9.80e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:01:23.681473
-2,-1,0,13,1.285348,0.648665,9.76e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:01:44.532346
-2,-1,0,14,1.302126,0.730052,9.72e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:02:05.222074
-2,-1,0,15,1.308131,0.664289,9.67e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:02:25.588674
-2,-1,0,16,1.278115,0.734254,9.62e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:02:45.908350
-2,-1,0,17,1.290598,0.638415,9.57e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:03:06.457953
-2,-1,0,18,1.268967,0.763433,9.52e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:03:26.969936
-2,-1,0,19,1.283788,0.737135,9.46e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:03:47.229756
-2,-1,0,20,1.292714,0.664273,9.40e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:04:07.776313
-2,-1,0,21,1.250799,0.643553,9.34e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:04:28.691358
-2,-1,0,22,1.284918,0.693303,9.27e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:04:49.306344
-2,-1,0,23,1.256940,0.770773,9.20e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:05:10.246180
-2,-1,0,24,1.260469,0.709506,9.13e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:05:31.125860
-2,-1,0,25,1.265108,0.767916,9.05e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:05:51.881000
-2,-1,0,26,1.244581,0.794803,8.98e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:06:12.208624
-2,-1,0,27,1.258629,0.670918,8.90e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:06:32.831243
-2,-1,0,28,1.253328,0.662511,8.81e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:06:53.021413
-2,-1,0,29,1.236258,0.641660,8.73e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:07:13.266100
-2,-1,0,30,1.254564,0.778514,8.64e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:07:33.802029
-2,-1,0,31,1.245797,0.757188,8.55e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:07:54.100759
-2,-1,0,32,1.249472,0.771014,8.46e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:08:14.257846
-2,-1,0,33,1.233483,0.792438,8.36e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:08:34.746168
-2,-1,0,34,1.251995,0.616987,8.26e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:08:55.113046
-2,-1,0,35,1.250879,0.733822,8.17e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:09:15.362844
-2,-1,0,36,1.241792,0.695309,8.06e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:09:35.731864
-2,-1,0,37,1.255682,0.810248,7.96e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:09:56.298702
-2,-1,0,38,1.250452,0.746988,7.85e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:10:16.707458
-2,-1,0,39,1.216285,0.704747,7.75e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:10:37.211379
-2,-1,0,40,1.241845,0.735238,7.64e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:10:57.604404
-2,-1,0,41,1.202607,0.802659,7.52e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:11:18.149844
-2,-1,0,42,1.251740,0.799856,7.41e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:11:38.871197
-2,-1,0,43,1.220819,0.757550,7.30e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:11:59.254393
-2,-1,0,44,1.210870,0.751819,7.18e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:12:19.754095
-2,-1,0,45,1.200614,0.652164,7.06e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:12:40.283218
-2,-1,0,46,1.222713,0.727008,6.94e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:13:00.443953
-2,-1,0,47,1.229292,0.750525,6.82e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:13:21.193979
-2,-1,0,48,1.199186,0.756979,6.70e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:13:42.376109
-2,-1,0,49,1.219084,0.726342,6.58e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:14:03.561031
-2,-1,0,50,1.224108,0.777785,6.46e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:14:24.672363
-2,-1,0,51,1.208911,0.729340,6.33e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:14:45.688896
-2,-1,0,52,1.187610,0.773095,6.21e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:15:07.000808
-2,-1,0,53,1.226728,0.679048,6.08e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:15:27.922913
-2,-1,0,54,1.189619,0.773188,5.95e-04,AutoSMC + IQ-Mixup (Method 1),2026-04-25T09:15:48.921975
