snr,seed,trial,epoch,loss,f1,lr,aug,timestamp
2,-1,0,1,2.140058,0.015152,1.00e-03,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:11:37.684805
2,-1,0,2,1.993416,0.015152,1.00e-03,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:11:58.017938
2,-1,0,3,1.895912,0.015152,9.99e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:12:18.421840
2,-1,0,4,1.865365,0.015152,9.98e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:12:38.623608
2,-1,0,5,1.810186,0.056031,9.97e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:12:58.276421
2,-1,0,6,1.784021,0.058928,9.96e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:13:18.131809
2,-1,0,7,1.773821,0.108374,9.94e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:13:38.125435
2,-1,0,8,1.719117,0.204931,9.92e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:13:58.052065
2,-1,0,9,1.704657,0.288839,9.89e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:14:18.107404
2,-1,0,10,1.672921,0.389353,9.86e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:14:38.026783
2,-1,0,11,1.740360,0.327916,9.83e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:14:58.013365
2,-1,0,12,1.713335,0.408363,9.80e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:15:17.786066
2,-1,0,13,1.697945,0.478716,9.76e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:15:37.234729
2,-1,0,14,1.660032,0.429732,9.72e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:15:57.043761
2,-1,0,15,1.673956,0.347153,9.67e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:16:16.950253
2,-1,0,16,1.658026,0.367762,9.62e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:16:36.531802
2,-1,0,17,1.646769,0.591073,9.57e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:16:56.089329
2,-1,0,18,1.663247,0.268344,9.52e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:17:15.964973
2,-1,0,19,1.628065,0.580217,9.46e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:17:35.883087
2,-1,0,20,1.600879,0.666484,9.40e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:17:55.852356
2,-1,0,21,1.636929,0.650984,9.34e-04,AutoSMC + All Methods (1+4+5 Combined),2026-04-24T21:18:15.722409
