epoch,loss,aug
1,2.119028,AutoSMC + All Methods (1+4+5 Combined)
2,1.929710,AutoSMC + All Methods (1+4+5 Combined)
3,1.900917,AutoSMC + All Methods (1+4+5 Combined)
4,1.822598,AutoSMC + All Methods (1+4+5 Combined)
5,1.792570,AutoSMC + All Methods (1+4+5 Combined)
6,1.751226,AutoSMC + All Methods (1+4+5 Combined)
7,1.739566,AutoSMC + All Methods (1+4+5 Combined)
8,1.766469,AutoSMC + All Methods (1+4+5 Combined)
9,1.631000,AutoSMC + All Methods (1+4+5 Combined)
10,1.771767,AutoSMC + All Methods (1+4+5 Combined)
11,1.706167,AutoSMC + All Methods (1+4+5 Combined)
12,1.730944,AutoSMC + All Methods (1+4+5 Combined)
13,1.678371,AutoSMC + All Methods (1+4+5 Combined)
14,1.664770,AutoSMC + All Methods (1+4+5 Combined)
15,1.670906,AutoSMC + All Methods (1+4+5 Combined)
16,1.630502,AutoSMC + All Methods (1+4+5 Combined)
17,1.676536,AutoSMC + All Methods (1+4+5 Combined)
18,1.689028,AutoSMC + All Methods (1+4+5 Combined)
19,1.670442,AutoSMC + All Methods (1+4+5 Combined)
20,1.640204,AutoSMC + All Methods (1+4+5 Combined)
21,1.625789,AutoSMC + All Methods (1+4+5 Combined)
22,1.661257,AutoSMC + All Methods (1+4+5 Combined)
23,1.620332,AutoSMC + All Methods (1+4+5 Combined)
24,1.629526,AutoSMC + All Methods (1+4+5 Combined)
25,1.606821,AutoSMC + All Methods (1+4+5 Combined)
26,1.668422,AutoSMC + All Methods (1+4+5 Combined)
27,1.671968,AutoSMC + All Methods (1+4+5 Combined)
28,1.595977,AutoSMC + All Methods (1+4+5 Combined)
29,1.602190,AutoSMC + All Methods (1+4+5 Combined)
30,1.582368,AutoSMC + All Methods (1+4+5 Combined)
31,1.630188,AutoSMC + All Methods (1+4+5 Combined)
32,1.628497,AutoSMC + All Methods (1+4+5 Combined)
33,1.593595,AutoSMC + All Methods (1+4+5 Combined)
34,1.589839,AutoSMC + All Methods (1+4+5 Combined)
35,1.591313,AutoSMC + All Methods (1+4+5 Combined)
36,1.519788,AutoSMC + All Methods (1+4+5 Combined)
37,1.631745,AutoSMC + All Methods (1+4+5 Combined)
38,1.632028,AutoSMC + All Methods (1+4+5 Combined)
39,1.556006,AutoSMC + All Methods (1+4+5 Combined)
40,1.593362,AutoSMC + All Methods (1+4+5 Combined)
41,1.554479,AutoSMC + All Methods (1+4+5 Combined)
42,1.564755,AutoSMC + All Methods (1+4+5 Combined)
43,1.563669,AutoSMC + All Methods (1+4+5 Combined)
44,1.590644,AutoSMC + All Methods (1+4+5 Combined)
45,1.558413,AutoSMC + All Methods (1+4+5 Combined)
46,1.595754,AutoSMC + All Methods (1+4+5 Combined)
47,1.599349,AutoSMC + All Methods (1+4+5 Combined)
48,1.588305,AutoSMC + All Methods (1+4+5 Combined)
49,1.544509,AutoSMC + All Methods (1+4+5 Combined)
50,1.532466,AutoSMC + All Methods (1+4+5 Combined)
51,1.551830,AutoSMC + All Methods (1+4+5 Combined)
52,1.561957,AutoSMC + All Methods (1+4+5 Combined)
53,1.544187,AutoSMC + All Methods (1+4+5 Combined)
54,1.511049,AutoSMC + All Methods (1+4+5 Combined)
55,1.553334,AutoSMC + All Methods (1+4+5 Combined)
56,1.556006,AutoSMC + All Methods (1+4+5 Combined)
57,1.592338,AutoSMC + All Methods (1+4+5 Combined)
58,1.546407,AutoSMC + All Methods (1+4+5 Combined)
59,1.560297,AutoSMC + All Methods (1+4+5 Combined)
60,1.612531,AutoSMC + All Methods (1+4+5 Combined)
61,1.586675,AutoSMC + All Methods (1+4+5 Combined)
62,1.568313,AutoSMC + All Methods (1+4+5 Combined)
63,1.572364,AutoSMC + All Methods (1+4+5 Combined)
64,1.530461,AutoSMC + All Methods (1+4+5 Combined)
65,1.596558,AutoSMC + All Methods (1+4+5 Combined)
66,1.511061,AutoSMC + All Methods (1+4+5 Combined)
67,1.530954,AutoSMC + All Methods (1+4+5 Combined)
68,1.557313,AutoSMC + All Methods (1+4+5 Combined)
69,1.526209,AutoSMC + All Methods (1+4+5 Combined)
70,1.498920,AutoSMC + All Methods (1+4+5 Combined)
71,1.580161,AutoSMC + All Methods (1+4+5 Combined)
72,1.543947,AutoSMC + All Methods (1+4+5 Combined)
73,1.527721,AutoSMC + All Methods (1+4+5 Combined)
74,1.558529,AutoSMC + All Methods (1+4+5 Combined)
75,1.536833,AutoSMC + All Methods (1+4+5 Combined)
76,1.480277,AutoSMC + All Methods (1+4+5 Combined)
77,1.525661,AutoSMC + All Methods (1+4+5 Combined)
78,1.554929,AutoSMC + All Methods (1+4+5 Combined)
79,1.523523,AutoSMC + All Methods (1+4+5 Combined)
80,1.551435,AutoSMC + All Methods (1+4+5 Combined)
81,1.548036,AutoSMC + All Methods (1+4+5 Combined)
82,1.494927,AutoSMC + All Methods (1+4+5 Combined)
83,1.565971,AutoSMC + All Methods (1+4+5 Combined)
84,1.495997,AutoSMC + All Methods (1+4+5 Combined)
85,1.551800,AutoSMC + All Methods (1+4+5 Combined)
86,1.492851,AutoSMC + All Methods (1+4+5 Combined)
87,1.480145,AutoSMC + All Methods (1+4+5 Combined)
88,1.548142,AutoSMC + All Methods (1+4+5 Combined)
89,1.514571,AutoSMC + All Methods (1+4+5 Combined)
90,1.496658,AutoSMC + All Methods (1+4+5 Combined)
91,1.512307,AutoSMC + All Methods (1+4+5 Combined)
92,1.522048,AutoSMC + All Methods (1+4+5 Combined)
93,1.545911,AutoSMC + All Methods (1+4+5 Combined)
94,1.521382,AutoSMC + All Methods (1+4+5 Combined)
95,1.532563,AutoSMC + All Methods (1+4+5 Combined)
96,1.496566,AutoSMC + All Methods (1+4+5 Combined)
97,1.561344,AutoSMC + All Methods (1+4+5 Combined)
98,1.480209,AutoSMC + All Methods (1+4+5 Combined)
99,1.520887,AutoSMC + All Methods (1+4+5 Combined)
100,1.462745,AutoSMC + All Methods (1+4+5 Combined)
101,1.474477,AutoSMC + All Methods (1+4+5 Combined)
102,1.564298,AutoSMC + All Methods (1+4+5 Combined)
103,1.487093,AutoSMC + All Methods (1+4+5 Combined)
104,1.509687,AutoSMC + All Methods (1+4+5 Combined)
105,1.523682,AutoSMC + All Methods (1+4+5 Combined)
106,1.547960,AutoSMC + All Methods (1+4+5 Combined)
107,1.482743,AutoSMC + All Methods (1+4+5 Combined)
108,1.505374,AutoSMC + All Methods (1+4+5 Combined)
109,1.476868,AutoSMC + All Methods (1+4+5 Combined)
110,1.546264,AutoSMC + All Methods (1+4+5 Combined)
111,1.524544,AutoSMC + All Methods (1+4+5 Combined)
112,1.497689,AutoSMC + All Methods (1+4+5 Combined)
113,1.524351,AutoSMC + All Methods (1+4+5 Combined)
114,1.493835,AutoSMC + All Methods (1+4+5 Combined)
115,1.439943,AutoSMC + All Methods (1+4+5 Combined)
116,1.485542,AutoSMC + All Methods (1+4+5 Combined)
117,1.511262,AutoSMC + All Methods (1+4+5 Combined)
118,1.468699,AutoSMC + All Methods (1+4+5 Combined)
119,1.470029,AutoSMC + All Methods (1+4+5 Combined)
120,1.506730,AutoSMC + All Methods (1+4+5 Combined)
121,1.551054,AutoSMC + All Methods (1+4+5 Combined)
122,1.503349,AutoSMC + All Methods (1+4+5 Combined)
123,1.520802,AutoSMC + All Methods (1+4+5 Combined)
124,1.410821,AutoSMC + All Methods (1+4+5 Combined)
125,1.445260,AutoSMC + All Methods (1+4+5 Combined)
126,1.465911,AutoSMC + All Methods (1+4+5 Combined)
127,1.496042,AutoSMC + All Methods (1+4+5 Combined)
