epoch,nt_xent_loss
1,8.098801258632115
2,4.946514190946306
3,4.124780334745135
4,3.661840670449393
5,3.388462155205863
6,3.145645959036691
7,2.9517347233636038
8,2.7931260177067347
9,2.6755129507609774
10,2.596316167286464
11,2.5435770750045776
12,2.4795730692999705
13,2.414754203387669
14,2.3542300394603184
15,2.3179680824279787
16,2.3193565130233766
17,2.25691990511758
18,2.2317063842500957
19,2.2165732383728027
20,2.2485561881746565
21,2.270249560901097
22,2.220153260231018
23,2.18581645488739
24,2.141752907208034
25,2.1170724051339285
26,2.125353676932199
27,2.072564009257725
28,2.0793533767972674
29,2.080985651697431
30,2.094836745943342
31,2.1637371335710798
32,2.1683044127055577
33,2.182106862749372
34,2.188689293180193
35,2.1471930469785416
36,2.143754914828709
37,2.100044812474932
38,2.0646869012287685
39,2.069267095838274
40,2.081950661114284
41,2.048385545185634
42,2.0391094854899814
43,2.091651235307966
44,2.1170265572411675
45,2.05533527306148
46,2.084210910115923
47,2.0394090482166836
48,2.007133950505938
49,1.9633399077824183
50,1.962715346472604
51,1.9709479638508387
52,2.038808110782078
53,2.0443025078092303
54,2.0764052936009
55,2.086017142023359
56,2.0336423567363195
57,1.9509372234344482
58,1.9314471415110996
59,1.8846206869397844
60,1.8505659801619394
61,1.859115549496242
62,1.8446161372320993
63,1.8574053764343261
64,1.890559376989092
65,1.9192398752485003
66,1.8940995148250035
67,2.017522164753505
68,2.1349398033959526
69,2.047860779081072
70,1.9504653351647514
71,1.9348700557436262
72,1.8751825298581803
73,1.850277590751648
74,1.8623225348336356
75,1.860667327472142
76,1.8487361192703247
77,1.8369813305991036
78,1.8217207976749965
79,1.7713574273245676
80,1.7583339861461094
81,1.8028670958110264
82,1.7843472991670881
83,1.7361508199146816
84,1.680940866470337
85,1.7351258890969412
86,1.6949349573680332
87,1.7022873537881034
88,1.680507550920759
89,1.6558936732155936
90,1.6431138941219874
91,1.6497655017035349
92,1.6556925126484463
93,1.7010648931775774
94,1.6389540008136205
95,1.6796159199305942
96,1.6520285248756408
97,1.683079993724823
98,1.6531137330191477
99,1.6796747616359167
100,1.669219650541033
101,1.7121893984930856
102,1.6937034351485116
103,1.7010255370821272
104,1.6834773676736015
105,1.7020236560276576
106,1.7105160440717424
107,1.7012812648500715
108,1.7270938532693045
109,1.632000686441149
110,1.6553978306906565
111,1.7761758702141899
112,1.867135282925197
113,1.904429534503392
114,1.8522775139127459
115,1.8064262798854283
116,1.9855407306126185
117,2.2544128588267736
118,2.4300295080457417
119,2.5268254211970738
120,2.503289375986372
121,2.436637885229928
122,2.262696133341108
123,2.1887567486081805
124,2.1352147579193117
125,2.057875255175999
126,2.0723652260644094
127,2.1492091587611606
128,2.147128803389413
129,2.033429081099374
130,2.055918741226196
131,2.095894306046622
132,2.0182361943381175
133,2.065744274003165
134,2.0608982052121845
135,2.0338054656982423
136,1.9624819993972777
137,1.9260060991559709
138,1.9261349405561174
139,1.8826567275183541
140,1.8750469207763671
141,1.906377625465393
142,1.9685995953423636
143,1.9632378510066442
144,1.9757073095866613
145,1.9167645147868566
146,1.817265146119254
147,1.839404835019793
148,1.9918953929628644
149,2.0163054159709386
150,2.0983581611088344
151,1.917987939289638
152,1.8775360771587917
153,1.8511886613709585
154,1.8018958364214217
155,1.7664890391486032
156,1.7764610426766532
157,1.7467046090534755
158,1.7548751831054688
159,1.7312799521854945
160,1.7277997170175825
161,1.6874191164970398
162,1.6555113315582275
163,1.688190712247576
164,1.706049166406904
165,1.6883870703833443
166,1.689160190309797
167,1.717956416947501
168,1.684242238317217
169,1.639583727291652
170,1.6597172464643206
171,1.6763627256665912
172,1.6244449734687805
173,1.5881331443786622
174,1.6121859175818307
175,1.6122166378157479
176,1.620241711820875
177,1.5759355545043945
178,1.5610440117972237
179,1.5784235920224872
180,1.5689639823777335
181,1.5583738718714033
182,1.5849383183888026
183,1.5997533457619804
184,1.5978630934442792
185,1.6170812436512538
186,1.5983623198100498
187,1.580516835621425
188,1.573312623160226
189,1.5546876532690865
190,1.5312251652990068
191,1.515005614076342
192,1.5040421060153417
193,1.495045062473842
194,1.4870434948376248
195,1.5081013185637338
196,1.5182687861578805
197,1.5456255504063197
198,1.5372617057391575
199,1.5455185600689478
200,1.5202587877001081
201,1.5647458962031773
202,1.513134389264243
203,1.5351208227021353
204,1.5070262244769506
205,1.4716861265046255
206,1.5067616633006504
207,1.4864441633224488
208,1.493540326186589
209,1.4753378919192723
210,1.4589381762913296
211,1.4376427837780543
212,1.4240475927080427
213,1.4279820493289404
214,1.3841202105794634
215,1.3934468814304897
216,1.4187766228403365
217,1.414950144290924
218,1.4356890320777893
219,1.4393782479422432
220,1.4246855752808707
221,1.4017857909202576
222,1.4226364731788634
223,1.4097721116883415
224,1.477449858188629
225,1.445195880958012
226,1.451334912436349
227,1.4409117460250855
228,1.4221109475408282
229,1.4108469315937586
230,1.3980648245130267
231,1.4124069946152824
232,1.4102450013160706
233,1.4034725410597666
234,1.3846518346241543
235,1.366671689919063
236,1.3575271827833992
237,1.3348013605390276
238,1.3448877675192696
239,1.3466789381844657
240,1.3086728640965053
241,1.324839528969356
242,1.3268962042672294
243,1.3131811703954424
244,1.2931507400103979
245,1.2913252438817706
246,1.3011229532105582
247,1.2945417421204704
248,1.2843475784574236
249,1.2959249428340367
250,1.2880508814539229
251,1.2991285715784346
252,1.2822695391518728
253,1.2710857629776
254,1.2811520729746138
255,1.2952898587499346
256,1.2945615512984139
257,1.2846604023660932
258,1.2787887828690665
259,1.2780112896646771
260,1.272066114630018
261,1.2731781601905823
262,1.2527089919362748
263,1.2741951176098414
264,1.2679636222975594
265,1.2790629131453377
266,1.2948950341769627
267,1.279929052080427
268,1.2808377606528145
269,1.2812615888459342
270,1.291609275341034
271,1.305884519645146
272,1.2996251770428249
273,1.2887650779315403
274,1.2832278779574804
275,1.2817012991224017
276,1.2691273365701947
277,1.2757756863321577
278,1.2778465935162135
279,1.241260688645499
280,1.2577020611081804
281,1.2415299194199698
282,1.2349025334630694
283,1.2459038530077253
284,1.243309678350176
285,1.2304849318095616
286,1.2303023372377668
287,1.2511988128934588
288,1.23148067849023
289,1.2264597569193159
290,1.2335475138255527
291,1.2362770880971636
292,1.2318247556686401
293,1.24141252381461
294,1.2262195365769522
295,1.2257701073374068
296,1.2252635104315621
297,1.2249156985964094
298,1.2211942332131522
299,1.216823308808463
300,1.2251311659812927
301,1.2414992553847177
302,1.2050308891705104
303,1.2113002947398595
304,1.2075642091887338
305,1.2065012540136064
306,1.1998741711888994
307,1.2185119271278382
308,1.2192537324769157
309,1.2321628383227756
310,1.2153602446828569
311,1.2141087855611528
312,1.2019875577517918
313,1.20476153918675
314,1.205337359224047
315,1.2089568052973065
316,1.1932306034224374
317,1.1950922574315752
318,1.20347934620721
319,1.1808925322123935
320,1.1887110045978002
321,1.1854672942842757
322,1.1902826377323696
323,1.1880950536046708
324,1.1789439048085895
325,1.1798237204551696
326,1.174757468700409
327,1.186617730345045
328,1.1764356357710701
329,1.1754109076091221
330,1.1787405695234026
331,1.1763458609580995
332,1.1928726587976728
333,1.1957279017993383
334,1.178542217186519
335,1.1894182767186845
336,1.1977774143218993
337,1.1869779297283718
338,1.1747749464852468
339,1.185606370653425
340,1.1845617600849696
341,1.2029818177223206
342,1.1870756813458034
343,1.1837439060211181
344,1.1752448064940317
345,1.1862778288977487
346,1.1811198592185974
347,1.1781015310968672
348,1.1787169218063354
349,1.1747705033847264
350,1.1712073700768606
351,1.1882191504750932
352,1.1852242912564959
353,1.183748951980046
354,1.1715266040393284
355,1.1820985896246774
356,1.1782908490725925
357,1.1813980971063887
358,1.1765466945511953
359,1.1687866176877704
360,1.1755059497697014
361,1.1899630546569824
362,1.1793879662241256
363,1.174205252102443
364,1.1838493636676244
365,1.16876825264522
366,1.1625676700047085
367,1.180448167664664
368,1.1787376063210624
369,1.1668040565082005
370,1.172241313116891
371,1.1665369527680534
372,1.1589311446462358
373,1.1656343681471688
374,1.1664555549621582
375,1.1617086223193578
376,1.1773797682353428
377,1.1671553186007908
378,1.1677697931017195
379,1.1562106966972352
380,1.1680018595286779
381,1.174253455230168
382,1.1596932751791817
383,1.1653994577271598
384,1.1663086209978377
385,1.1670109033584595
386,1.1648446713175094
387,1.1560184223311287
388,1.1628520514283862
389,1.1933743119239808
390,1.1737087062426976
391,1.174163511821202
392,1.1599313378334046
393,1.161845680645534
394,1.1577595336096627
395,1.1673681718962534
396,1.1679828337260656
397,1.1582571966307504
398,1.1561454636710031
399,1.164024613584791
400,1.1535636850765774
