epoch,train_loss,val_f1,val_precision,val_recall,lr
1,1.811487,0.015152,0.008264,0.090909,1.00e-04
2,1.211359,0.015152,0.008264,0.090909,2.00e-04
3,1.043214,0.015152,0.008264,0.090909,3.00e-04
4,0.984022,0.015152,0.008264,0.090909,4.00e-04
5,0.963437,0.052966,0.034489,0.137273,5.00e-04
6,0.912161,0.053149,0.035196,0.118636,6.00e-04
7,0.873081,0.027072,0.015979,0.100909,7.00e-04
8,0.863133,0.099405,0.169391,0.19,8.00e-04
9,0.833389,0.488797,0.617383,0.516818,9.00e-04
10,0.808496,0.016461,0.009059,0.09,1.00e-03
11,0.784156,0.672271,0.725625,0.706818,1.00e-03
12,0.769177,0.387648,0.608282,0.380909,1.00e-03
13,0.765306,0.106071,0.125956,0.181364,9.99e-04
14,0.764423,0.767221,0.836411,0.797273,9.98e-04
15,0.75359,0.106042,0.186539,0.181364,9.97e-04
16,0.74453,0.105138,0.09563,0.180909,9.95e-04
17,0.732006,0.562357,0.693982,0.579091,9.93e-04
18,0.73194,0.104681,0.095588,0.18,9.91e-04
19,0.729239,0.237279,0.481391,0.262727,9.88e-04
20,0.72955,0.4607,0.546621,0.56,9.84e-04
21,0.711645,0.508905,0.579677,0.600909,9.81e-04
22,0.707614,0.577966,0.693111,0.619545,9.77e-04
23,0.713202,0.66837,0.743139,0.676364,9.72e-04
24,0.713439,0.552151,0.68595,0.624545,9.68e-04
25,0.705253,0.581962,0.778946,0.637273,9.63e-04
26,0.723954,0.162017,0.370696,0.216818,9.57e-04
27,0.703826,0.771138,0.857934,0.798182,9.51e-04
28,0.695398,0.330824,0.486002,0.395909,9.45e-04
29,0.70011,0.733034,0.767806,0.744545,9.39e-04
30,0.695843,0.442193,0.685306,0.429545,9.32e-04
31,0.685846,0.105153,0.095639,0.180909,9.25e-04
32,0.699009,0.105656,0.118485,0.18,9.17e-04
33,0.69291,0.555174,0.649545,0.615909,9.09e-04
34,0.69194,0.570879,0.681821,0.583636,9.01e-04
35,0.684879,0.541769,0.678224,0.576364,8.93e-04
36,0.690518,0.347292,0.637187,0.344545,8.84e-04
37,0.680359,0.104466,0.095576,0.179545,8.75e-04
38,0.678703,0.59436,0.617734,0.655909,8.66e-04
39,0.685,0.300453,0.527315,0.32,8.56e-04
40,0.682421,0.579239,0.680877,0.578182,8.46e-04
41,0.680439,0.733955,0.720826,0.760909,8.36e-04
42,0.680999,0.542651,0.545927,0.606364,8.26e-04
43,0.669624,0.588699,0.637082,0.627273,8.15e-04
44,0.661885,0.341893,0.466162,0.389545,8.04e-04
45,0.669745,0.56881,0.633053,0.619545,7.93e-04
46,0.657326,0.630021,0.652556,0.673636,7.82e-04
47,0.655851,0.526593,0.529481,0.606364,7.70e-04
48,0.663114,0.675212,0.787267,0.718182,7.59e-04
49,0.667357,0.488152,0.553775,0.559545,7.47e-04
50,0.656012,0.482543,0.562087,0.533182,7.35e-04
51,0.654213,0.508445,0.627998,0.556364,7.22e-04
52,0.649723,0.49576,0.632822,0.564545,7.10e-04
53,0.65089,0.821891,0.873715,0.825909,6.97e-04
54,0.647234,0.583615,0.722616,0.603636,6.85e-04
55,0.647166,0.489184,0.603679,0.528182,6.72e-04
56,0.649307,0.250437,0.565117,0.282727,6.59e-04
57,0.657451,0.750908,0.857632,0.770455,6.46e-04
58,0.644828,0.738904,0.827073,0.762273,6.33e-04
59,0.648753,0.088692,0.08658,0.090909,6.19e-04
60,0.639697,0.180818,0.524954,0.174545,6.06e-04
61,0.641469,0.663963,0.69779,0.709091,5.93e-04
62,0.647528,0.769003,0.819598,0.799091,5.79e-04
63,0.637472,0.414638,0.658751,0.390909,5.66e-04
64,0.635395,0.588162,0.608949,0.646364,5.52e-04
65,0.636172,0.091226,0.087993,0.103182,5.39e-04
66,0.634262,0.777091,0.767894,0.807727,5.25e-04
67,0.633753,0.76944,0.836491,0.797273,5.11e-04
68,0.632997,0.579743,0.624193,0.630909,4.98e-04
69,0.629903,0.751528,0.763662,0.786364,4.84e-04
70,0.62465,0.566214,0.616485,0.637727,4.71e-04
71,0.627765,0.697476,0.709392,0.731818,4.57e-04
72,0.627071,0.677557,0.672514,0.708636,4.44e-04
73,0.620193,0.293943,0.588988,0.271364,4.31e-04
74,0.631631,0.65567,0.712822,0.670455,4.17e-04
75,0.63017,0.686318,0.79158,0.714091,4.04e-04
76,0.620551,0.174133,0.363884,0.140909,3.91e-04
77,0.621539,0.539741,0.528797,0.625,3.78e-04
78,0.621102,0.690274,0.712432,0.691818,3.65e-04
79,0.620434,0.629396,0.704719,0.655455,3.53e-04
80,0.621871,0.752187,0.798825,0.769091,3.40e-04
81,0.613597,0.600363,0.619484,0.648636,3.28e-04
82,0.614967,0.542907,0.516845,0.620455,3.15e-04
83,0.616689,0.634961,0.655675,0.656364,3.03e-04
84,0.614865,0.538669,0.596875,0.610455,2.91e-04
85,0.610573,0.718209,0.74655,0.728636,2.80e-04
86,0.60875,0.633765,0.67227,0.630909,2.68e-04
87,0.609064,0.441797,0.63472,0.420909,2.57e-04
88,0.610076,0.760903,0.744763,0.788636,2.46e-04
89,0.60526,0.793569,0.850261,0.817273,2.35e-04
90,0.607021,0.737229,0.72905,0.762727,2.24e-04
91,0.604798,0.554632,0.626323,0.631364,2.14e-04
92,0.604064,0.566245,0.62311,0.634091,2.04e-04
93,0.608845,0.666785,0.67052,0.696818,1.94e-04
94,0.604561,0.175005,0.51648,0.148636,1.84e-04
95,0.604765,0.804138,0.852003,0.81,1.75e-04
96,0.60207,0.721164,0.744454,0.731818,1.66e-04
97,0.601013,0.894384,0.902093,0.896364,1.57e-04
98,0.599035,0.842084,0.863083,0.843636,1.49e-04
99,0.596603,0.743333,0.763144,0.760909,1.41e-04
100,0.597015,0.875951,0.88518,0.876818,1.33e-04
101,0.595601,0.829918,0.86998,0.840909,1.25e-04
102,0.594497,0.897435,0.900006,0.897727,1.18e-04
103,0.593831,0.867482,0.884619,0.87,1.11e-04
104,0.592729,0.900867,0.905116,0.901818,1.05e-04
105,0.594029,0.900273,0.902004,0.900909,9.87e-05
106,0.592418,0.781752,0.825508,0.804091,9.29e-05
107,0.590586,0.780266,0.78645,0.81,8.75e-05
108,0.590591,0.716357,0.730913,0.729091,8.24e-05
109,0.592774,0.78942,0.830207,0.807727,7.76e-05
110,0.589908,0.768594,0.757821,0.798182,7.32e-05
111,0.588068,0.781202,0.805987,0.802727,6.92e-05
112,0.588698,0.652291,0.68403,0.643636,6.56e-05
