snr,trial,f1,precision,recall,arch,aug,timestamp
6,1,0.921831,0.922545,0.922273,"[(2, [32, 128], 5, 2, [512], [10], 0.0), (2, [128, 128], 7, 2, [512], [15], 0.0), (2, [32, 32], 3, 2, [2048], [10], 0.1), (2, [128, 128], 7, 2, [2048], [15], 0.0)]",AutoSMC + Freq-Domain Aug (Method 5),2026-04-25T04:59:33.633773
6,2,0.935100,0.936002,0.935455,"[(3, [32, 32, 64], 3, 3, [1024], [15], 0.1), (2, [128, 64], 5, 2, [2048], [10], 0.1), (2, [64, 32], 3, 2, [512], [10], 0.001), (2, [64, 128], 3, 2, [2048], [10], 0.001)]",AutoSMC + Freq-Domain Aug (Method 5),2026-04-25T05:52:08.115598
6,3,0.908593,0.909357,0.909091,"[(2, [64, 64], 3, 2, [2048], [15], 0.1), (2, [32, 128], 7, 2, [2048], [15], 0.1), (2, [64, 64], 3, 2, [1024], [15], 0.001), (3, [128, 32, 32], 7, 3, [2048], [15], 0.0)]",AutoSMC + Freq-Domain Aug (Method 5),2026-04-25T06:43:12.841343
